Title= "LBM Lid Driven Flow"
VARIABLES="X","Y","u","v"
ZONE T="BOX",I=55,J=55,F=POINT
0 0 0 0
1 0 0 0
2 0 0 0
3 0 0 0
4 0 0 0
5 0 0 0
6 0 0 0
7 0 0 0
8 0 0 0
9 0 0 0
10 0 0 0
11 0 0 0
12 0 0 0
13 0 0 0
14 0 0 0
15 0 0 0
16 0 0 0
17 0 0 0
18 0 0 0
19 0 0 0
20 0 0 0
21 0 0 0
22 0 0 0
23 0 0 0
24 0 0 0
25 0 0 0
26 0 0 0
27 0 0 0
28 0 0 0
29 0 0 0
30 0 0 0
31 0 0 0
32 0 0 0
33 0 0 0
34 0 0 0
35 0 0 0
36 0 0 0
37 0 0 0
38 0 0 0
39 0 0 0
40 0 0 0
41 0 0 0
42 0 0 0
43 0 0 0
44 0 0 0
45 0 0 0
46 0 0 0
47 0 0 0
48 0 0 0
49 0 0 0
50 0 0 0
51 0 0 0
52 0 0 0
53 0 0 0
54 0 0 0
0 1 0 0
1 1 -9.38475e-009 -2.45053e-008
2 1 -8.04429e-009 -2.66409e-008
3 1 -1.34919e-008 -2.0551e-008
4 1 -2.91484e-008 -1.13959e-008
5 1 -5.60556e-008 -1.40296e-009
6 1 -9.40712e-008 8.36746e-009
7 1 -1.42418e-007 1.73853e-008
8 1 -1.99961e-007 2.53835e-008
9 1 -2.65379e-007 3.22354e-008
10 1 -3.37243e-007 3.78934e-008
11 1 -4.14087e-007 4.23581e-008
12 1 -4.94449e-007 4.56582e-008
13 1 -5.76891e-007 4.78416e-008
14 1 -6.60022e-007 4.89691e-008
15 1 -7.42522e-007 4.91055e-008
16 1 -8.23141e-007 4.83233e-008
17 1 -9.00709e-007 4.66968e-008
18 1 -9.74155e-007 4.43003e-008
19 1 -1.04249e-006 4.12119e-008
20 1 -1.10484e-006 3.75057e-008
21 1 -1.16041e-006 3.32564e-008
22 1 -1.20853e-006 2.85387e-008
23 1 -1.24861e-006 2.34244e-008
24 1 -1.2802e-006 1.79848e-008
25 1 -1.30291e-006 1.22914e-008
26 1 -1.31649e-006 6.41472e-009
27 1 -1.32078e-006 4.23336e-010
28 1 -1.31573e-006 -5.61523e-009
29 1 -1.3014e-006 -1.16319e-008
30 1 -1.27794e-006 -1.75569e-008
31 1 -1.24562e-006 -2.33213e-008
32 1 -1.20482e-006 -2.88539e-008
33 1 -1.15601e-006 -3.40844e-008
34 1 -1.09977e-006 -3.89394e-008
35 1 -1.03679e-006 -4.33431e-008
36 1 -9.67848e-007 -4.72209e-008
37 1 -8.93842e-007 -5.0496e-008
38 1 -8.15755e-007 -5.309e-008
39 1 -7.3467e-007 -5.49231e-008
40 1 -6.51755e-007 -5.59176e-008
41 1 -5.68263e-007 -5.59954e-008
42 1 -4.85524e-007 -5.50819e-008
43 1 -4.04925e-007 -5.31055e-008
44 1 -3.27902e-007 -5.00018e-008
45 1 -2.55923e-007 -4.57203e-008
46 1 -1.90445e-007 -4.02259e-008
47 1 -1.32889e-007 -3.35144e-008
48 1 -8.45643e-008 -2.56285e-008
49 1 -4.65804e-008 -1.66924e-008
50 1 -1.96804e-008 -6.97458e-009
51 1 -3.96295e-009 2.99344e-009
52 1 1.64595e-009 1.21747e-008
53 1 4.41826e-010 1.8493e-008
54 1 0 1.7603e-008
0 2 0 0
1 2 -1.64162e-008 -3.22611e-008
2 2 -2.74867e-008 -3.17525e-008
3 2 -5.03427e-008 -1.43792e-008
4 2 -8.98796e-008 1.08145e-008
5 2 -1.48093e-007 3.87587e-008
6 2 -2.25113e-007 6.65893e-008
7 2 -3.19912e-007 9.26665e-008
8 2 -4.30743e-007 1.16051e-007
9 2 -5.55428e-007 1.36216e-007
10 2 -6.91531e-007 1.52894e-007
